Umrechnung avg;category AVG;category HR;Value HR;HR;Number of Players;avg (Partition) 2;avg (Partition);avg;handedness;height (Partition);height;Group Top 100 AVG;Group Top 10 HR;Group Top 100 HR;Group Top 10 AVG;name;weight (Partition);weight
22,3;Normal;Normal;0-29;22;1;0.220 - 0.239;0.22;0,223;right;75.24;76;Andere;Andere;Andere;Nelson Mathews;Nelson Mathews;192;195
25;Normal;Normal;120-149;122;1;0.240 - 0.259;0.24;0,25;right;73.26;75;Andere;Andere;Andere;Nick Esasky;Nick Esasky;200;200
23,8;Normal;Normal;0-29;24;1;0.220 - 0.239;0.22;0,238;left;69.30;70;Andere;Andere;Andere;Norm Miller;Norm Miller;184;185
26,5;Normal;Normal;90-119;102;1;0.260 - 0.279;0.26;0,265;right;73.26;74;Andere;Andere;Andere;Ollie Brown;Ollie Brown;176;178
25,2;Normal;Normal;30-59;37;1;0.240 - 0.259;0.24;0,252;left;73.26;74;Andere;Andere;Andere;Omar Moreno;Omar Moreno;176;180
23,9;Normal;Normal;0-29;3;1;0.220 - 0.239;0.22;0,239;right;65.34;66;Andere;Andere;Andere;Onix Concepcion;Onix Concepcion;160;160
19,9;Normal;Normal;0-29;7;1;0.180 - 0.199;0.18;0,199;right;71.28;72;Andere;Andere;Andere;Orlando Mercado;Orlando Mercado;176;180
26,5;Normal;Top;180-209;200;1;0.260 - 0.279;0.26;0,265;left;69.30;71;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Oscar Gamble;Oscar Gamble;160;160
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Oswaldo Peraza;Oswaldo Peraza;168;172
25,1;Normal;Normal;60-89;78;1;0.240 - 0.259;0.24;0,251;right;71.28;72;Andere;Andere;Andere;Otto Velez;Otto Velez;168;170
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Ozzie Osborn;Ozzie Osborn;192;195
24,3;Normal;Normal;90-119;98;1;0.240 - 0.259;0.24;0,243;right;71.28;73;Andere;Andere;Andere;Ozzie Virgil;Ozzie Virgil;176;180
21,6;Normal;Normal;0-29;4;1;0.200 - 0.219;0.20;0,216;right;71.28;72;Andere;Andere;Andere;Pat Corrales;Pat Corrales;176;180
26,4;Normal;Normal;60-89;76;1;0.260 - 0.279;0.26;0,264;left;71.28;73;Andere;Andere;Andere;Pat Kelly;Pat Kelly;184;185
25,5;Normal;Normal;60-89;63;1;0.240 - 0.259;0.24;0,255;left;71.28;72;Andere;Andere;Andere;Pat Putnam;Pat Putnam;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;72;Andere;Andere;Andere;Pat Underwood;Pat Underwood;168;175
25;Normal;Normal;120-149;134;1;0.240 - 0.259;0.24;0,25;right;71.28;72;Andere;Andere;Andere;Paul Blair;Paul Blair;168;168
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Paul Boris;Paul Boris;200;200
22,5;Normal;Normal;30-59;50;1;0.220 - 0.239;0.22;0,225;right;75.24;76;Andere;Andere;Andere;Paul Casanova;Paul Casanova;176;180
27;Normal;Normal;0-29;10;1;0.260 - 0.279;0.26;0,27;right;71.28;73;Andere;Andere;Andere;Paul Dade;Paul Dade;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;77;Andere;Andere;Andere;Paul Hartzell;Paul Hartzell;200;200
23,6;Normal;Normal;0-29;29;1;0.220 - 0.239;0.22;0,236;both;71.28;72;Andere;Andere;Andere;Paul Householder;Paul Householder;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Paul Mitchell;Paul Mitchell;192;195
23,3;Normal;Normal;0-29;14;1;0.220 - 0.239;0.22;0,233;both;71.28;72;Andere;Andere;Andere;Paul Popovich;Paul Popovich;168;175
24,4;Normal;Normal;30-59;57;1;0.240 - 0.259;0.24;0,244;right;69.30;71;Andere;Andere;Andere;Paul Schaal;Paul Schaal;160;165
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Paul Wilmet;Paul Wilmet;168;170
22;Normal;Normal;30-59;37;1;0.220 - 0.239;0.22;0,22;right;69.30;70;Andere;Andere;Andere;Pedro Garcia;Pedro Garcia;168;175
24,4;Normal;Normal;0-29;8;1;0.240 - 0.259;0.24;0,244;right;71.28;72;Andere;Andere;Andere;Pedro Gonzalez;Pedro Gonzalez;176;176
24;Normal;Normal;0-29;1;1;0.240 - 0.259;0.24;0,24;right;69.30;70;Andere;Andere;Andere;Pepe Frias;Pepe Frias;152;159
24,2;Normal;Normal;0-29;16;1;0.240 - 0.259;0.24;0,242;right;69.30;70;Andere;Andere;Andere;Pepe Mangual;Pepe Mangual;152;157
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;73.26;74;Andere;Andere;Andere;Pete Filson;Pete Filson;192;195
25,7;Normal;Normal;0-29;27;1;0.240 - 0.259;0.24;0,257;left;73.26;74;Andere;Andere;Andere;Pete LaCock;Pete LaCock;200;200
22,6;Normal;Normal;30-59;30;1;0.220 - 0.239;0.22;0,226;right;73.26;74;Andere;Andere;Andere;Pete Mackanin;Pete Mackanin;184;190
25,4;Normal;Normal;90-119;98;1;0.240 - 0.259;0.24;0,254;left;71.28;73;Andere;Andere;Andere;Pete Ward;Pete Ward;184;185
28,6;Top;Normal;60-89;78;1;0.280 - 0.299;0.28;0,286;right;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Phil Bradley;Phil Bradley;184;185
23,8;Normal;Normal;0-29;14;1;0.220 - 0.239;0.22;0,238;right;71.28;73;Andere;Andere;Andere;Phil Gagliano;Phil Gagliano;176;180
26;Normal;Normal;90-119;109;1;0.260 - 0.279;0.26;0,26;right;69.30;70;Andere;Andere;Andere;Phil Garner;Phil Garner;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Phil Huffman;Phil Huffman;176;180
23,5;Normal;Normal;0-29;11;1;0.220 - 0.239;0.22;0,235;right;71.28;73;Andere;Andere;Andere;Phil Linz;Phil Linz;176;180
26,4;Normal;Normal;0-29;8;1;0.260 - 0.279;0.26;0,264;left;71.28;72;Andere;Andere;Andere;Phil Mankowski;Phil Mankowski;176;180
16,9;Normal;Normal;0-29;7;1;0.160 - 0.179;0.16;0,169;right;71.28;73;Andere;Andere;Andere;Phil Niekro;Phil Niekro;176;180
21,5;Normal;Normal;30-59;43;1;0.200 - 0.219;0.20;0,215;right;73.26;74;Andere;Andere;Andere;Phil Roof;Phil Roof;184;190
26,7;Normal;Normal;30-59;35;1;0.260 - 0.279;0.26;0,267;both;71.28;72;Andere;Andere;Andere;R.J. Reynolds;R.J. Reynolds;184;190
23,7;Normal;Normal;0-29;4;1;0.220 - 0.239;0.22;0,237;both;69.30;70;Andere;Andere;Andere;Rafael Landestoy;Rafael Landestoy;160;165
24,6;Normal;Normal;0-29;13;1;0.240 - 0.259;0.24;0,246;right;71.28;73;Andere;Andere;Andere;Rafael Santana;Rafael Santana;160;165
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Rafael Vasquez;Rafael Vasquez;160;160
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;72;Andere;Andere;Andere;Ralph Botting;Ralph Botting;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Ramon Manon;Ramon Manon;144;150
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;70;Andere;Andere;Andere;Ramon Pena;Ramon Pena;152;155
23,6;Normal;Normal;60-89;82;1;0.220 - 0.239;0.22;0,236;right;69.30;71;Andere;Andere;Andere;Randy Hundley;Randy Hundley;168;170
13,2;Normal;Normal;0-29;0;1;0.120 - 0.139;0.12;0,132;right;71.28;72;Andere;Andere;Andere;Randy Jones;Randy Jones;176;178
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Randy Nosek;Randy Nosek;208;215
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;71.28;73;Andere;Andere;Andere;Randy Scarbery;Randy Scarbery;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;73;Andere;Andere;Andere;Randy Wiles;Randy Wiles;184;185
15,1;Normal;Normal;0-29;1;1;0.140 - 0.159;0.14;0,151;right;75.24;77;Andere;Andere;Andere;Ray Burris;Ray Burris;200;200
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;73.26;74;Andere;Andere;Andere;Ray Chadwick;Ray Chadwick;176;180
12,3;Normal;Normal;0-29;1;1;0.120 - 0.139;0.12;0,123;right;71.28;72;Andere;Andere;Andere;Ray Culp;Ray Culp;200;200
25,6;Normal;Normal;60-89;61;1;0.240 - 0.259;0.24;0,256;right;73.26;74;Andere;Andere;Andere;Ray Fosse;Ray Fosse;208;215
27,1;Normal;Normal;60-89;84;1;0.260 - 0.279;0.26;0,271;right;71.28;73;Andere;Andere;Andere;Ray Knight;Ray Knight;184;185
17,5;Normal;Normal;0-29;15;1;0.160 - 0.179;0.16;0,175;right;69.30;71;Andere;Andere;Andere;Ray Oyler;Ray Oyler;160;165
19,1;Normal;Normal;0-29;5;1;0.180 - 0.199;0.18;0,191;left;69.30;71;Andere;Andere;Andere;Ray Sadecki;Ray Sadecki;176;180
24,4;Normal;Normal;0-29;17;1;0.240 - 0.259;0.24;0,244;left;71.28;72;Andere;Andere;Andere;Ray Webster;Ray Webster;184;185
26,2;Normal;Top;540+;563;1;0.260 - 0.279;0.26;0,262;left;71.28;72;Andere;Carl Yastrzemski, Darrell Evans, Dave Kingman und 7 mehr;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Reggie Jackson;Reggie Jackson;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;74;Andere;Andere;Andere;Reggie Ritter;Reggie Ritter;192;195
28,7;Top;Top;300-329;314;1;0.280 - 0.299;0.28;0,287;both;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Reggie Smith;Reggie Smith;176;180
26,6;Normal;Normal;0-29;22;1;0.260 - 0.279;0.26;0,266;right;69.30;71;Andere;Andere;Andere;Reid Nichols;Reid Nichols;160;165
27,4;Normal;Normal;30-59;41;1;0.260 - 0.279;0.26;0,274;right;69.30;71;Andere;Andere;Andere;Rennie Stennett;Rennie Stennett;160;160
24,3;Normal;Normal;0-29;29;1;0.240 - 0.259;0.24;0,243;right;69.30;71;Andere;Andere;Andere;Rey Quinones;Rey Quinones;160;160
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Rich Barnes;Rich Barnes;184;186
25,4;Normal;Normal;0-29;6;1;0.240 - 0.259;0.24;0,254;left;69.30;71;Andere;Andere;Andere;Rich Chiles;Rich Chiles;168;170
26,5;Normal;Normal;0-29;12;1;0.260 - 0.279;0.26;0,265;left;67.32;68;Andere;Andere;Andere;Rich Coggins;Rich Coggins;168;170
25,7;Normal;Normal;30-59;43;1;0.240 - 0.259;0.24;0,257;right;71.28;72;Andere;Andere;Andere;Rich Dauer;Rich Dauer;176;180
22,5;Normal;Normal;0-29;20;1;0.220 - 0.239;0.22;0,225;right;69.30;71;Andere;Andere;Andere;Rich McKinney;Rich McKinney;184;185
19,5;Normal;Normal;0-29;6;1;0.180 - 0.199;0.18;0,195;right;69.30;71;Andere;Andere;Andere;Rich Morales;Rich Morales;168;170
25,3;Normal;Normal;30-59;52;1;0.240 - 0.259;0.24;0,253;left;73.26;75;Andere;Andere;Andere;Rich Reese;Rich Reese;184;185
26,9;Normal;Normal;60-89;77;1;0.260 - 0.279;0.26;0,269;right;69.30;70;Andere;Andere;Andere;Rich Rollins;Rich Rollins;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Rich Wortham;Rich Wortham;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Rich Yett;Rich Yett;184;187
27,6;Top;Top;180-209;203;1;0.260 - 0.279;0.26;0,276;left;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Richie Hebner;Richie Hebner;192;195
26,3;Normal;Normal;0-29;13;1;0.260 - 0.279;0.26;0,263;both;71.28;73;Andere;Andere;Andere;Richie Scheinblum;Richie Scheinblum;176;180
28,7;Top;Top;180-209;207;1;0.280 - 0.299;0.28;0,287;right;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Richie Zisk;Richie Zisk;200;200
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Rick Anderson;Rick Anderson;208;210
22;Normal;Normal;0-29;9;1;0.220 - 0.239;0.22;0,22;right;71.28;72;Andere;Andere;Andere;Rick Auerbach;Rick Auerbach;160;165
25;Normal;Normal;0-29;17;1;0.240 - 0.259;0.24;0,25;right;69.30;71;Andere;Andere;Andere;Rick Bosetti;Rick Bosetti;184;185
27,3;Normal;Normal;30-59;50;1;0.260 - 0.279;0.26;0,273;right;69.30;70;Andere;Andere;Andere;Rick Burleson;Rick Burleson;160;165
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;77.22;78;Andere;Andere;Andere;Rick Henninger;Rick Henninger;224;225
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;77;Andere;Andere;Andere;Rick Jones;Rick Jones;184;190
24,3;Normal;Normal;0-29;13;1;0.240 - 0.259;0.24;0,243;right;71.28;73;Andere;Andere;Andere;Rick Joseph;Rick Joseph;192;192
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Rick Kreuger;Rick Kreuger;184;185
26,8;Normal;Normal;0-29;18;1;0.260 - 0.279;0.26;0,268;left;71.28;73;Andere;Andere;Andere;Rick Leach;Rick Leach;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Rick Lysander;Rick Lysander;184;190
25,7;Normal;Normal;30-59;56;1;0.240 - 0.259;0.24;0,257;left;71.28;73;Andere;Andere;Andere;Rick Manning;Rick Manning;176;180
26,9;Normal;Normal;0-29;28;1;0.260 - 0.279;0.26;0,269;left;71.28;72;Andere;Andere;Andere;Rick Miller;Rick Miller;168;175
26,4;Normal;Top;240-269;241;1;0.260 - 0.279;0.26;0,264;left;73.26;75;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Rick Monday;Rick Monday;192;193
27,7;Top;Normal;0-29;2;1;0.260 - 0.279;0.26;0,277;both;67.32;69;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Rick Peters;Rick Peters;168;170
26,1;Normal;Normal;90-119;116;1;0.260 - 0.279;0.26;0,261;right;73.26;75;Andere;Andere;Andere;Rick Reichardt;Rick Reichardt;208;210
22,1;Normal;Normal;0-29;20;1;0.220 - 0.239;0.22;0,221;right;71.28;72;Andere;Andere;Andere;Rick Renick;Rick Renick;184;188
23,8;Normal;Normal;0-29;9;1;0.220 - 0.239;0.22;0,238;right;73.26;75;Andere;Andere;Andere;Rick Rhoden;Rick Rhoden;192;195
24,3;Normal;Normal;0-29;9;1;0.240 - 0.259;0.24;0,243;left;71.28;73;Andere;Andere;Andere;Rick Sofield;Rick Sofield;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Rick Steirer;Rick Steirer;200;200
23,4;Normal;Normal;0-29;6;1;0.220 - 0.239;0.22;0,234;both;71.28;73;Andere;Andere;Andere;Rick Sweet;Rick Sweet;200;200
19,5;Normal;Normal;0-29;15;1;0.180 - 0.199;0.18;0,195;right;71.28;73;Andere;Andere;Andere;Rick Wise;Rick Wise;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Rickey Keeton;Rickey Keeton;184;190
29,9;Top;Top;180-209;204;1;0.280 - 0.299;0.28;0,299;right;73.26;75;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Rico Carty;Rico Carty;200;200
25,1;Normal;Top;210-239;210;1;0.240 - 0.259;0.24;0,251;right;71.28;72;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Rico Petrocelli;Rico Petrocelli;168;175
25,1;Normal;Normal;0-29;3;1;0.240 - 0.259;0.24;0,251;right;71.28;72;Andere;Andere;Andere;Rob Andrews;Rob Andrews;184;185
23,4;Normal;Normal;0-29;17;1;0.220 - 0.239;0.22;0,234;right;73.26;74;Andere;Andere;Andere;Rob Picciolo;Rob Picciolo;184;185
24,8;Normal;Normal;30-59;39;1;0.240 - 0.259;0.24;0,248;left;71.28;73;Andere;Andere;Andere;Rob Wilfong;Rob Wilfong;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Rob Woodward;Rob Woodward;184;185
24,5;Normal;Normal;0-29;13;1;0.240 - 0.259;0.24;0,245;right;67.32;68;Andere;Andere;Andere;Roberto Pena;Roberto Pena;168;170
24,8;Normal;Normal;0-29;14;1;0.240 - 0.259;0.24;0,248;right;73.26;74;Andere;Andere;Andere;Rod Gilbreath;Rod Gilbreath;176;180
24,1;Normal;Normal;0-29;6;1;0.240 - 0.259;0.24;0,241;right;71.28;73;Andere;Andere;Andere;Rod Kanehl;Rod Kanehl;176;180
23,6;Normal;Normal;0-29;3;1;0.220 - 0.239;0.22;0,236;both;71.28;72;Andere;Andere;Andere;Rodney Scott;Rodney Scott;160;160
24,5;Normal;Normal;0-29;22;1;0.240 - 0.259;0.24;0,245;right;71.28;72;Andere;Andere;Andere;Roger Freed;Roger Freed;184;190
23,1;Normal;Normal;0-29;5;1;0.220 - 0.239;0.22;0,231;both;71.28;72;Andere;Andere;Andere;Roger Metzger;Roger Metzger;160;165
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Roger Miller;Roger Miller;200;200
22,4;Normal;Normal;60-89;82;1;0.220 - 0.239;0.22;0,224;left;73.26;75;Andere;Andere;Andere;Roger Repoz;Roger Repoz;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Roger Slagle;Roger Slagle;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Roger Weaver;Roger Weaver;184;190
29,3;Top;Normal;30-59;52;1;0.280 - 0.299;0.28;0,293;left;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Ron Blomberg;Ron Blomberg;192;195
23,9;Normal;Normal;0-29;3;1;0.220 - 0.239;0.22;0,239;right;65.34;67;Andere;Andere;Andere;Ron Brand;Ron Brand;160;167
26,1;Normal;Top;300-329;316;1;0.260 - 0.279;0.26;0,261;right;69.30;70;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Ron Cey;Ron Cey;184;185
18,9;Normal;Normal;0-29;5;1;0.180 - 0.199;0.18;0,189;right;69.30;70;Andere;Andere;Andere;Ron Clark;Ron Clark;168;175
23,3;Normal;Normal;0-29;10;1;0.220 - 0.239;0.22;0,233;right;71.28;72;Andere;Andere;Andere;Ron Davis;Ron Davis;168;175
23,2;Normal;Normal;0-29;4;1;0.220 - 0.239;0.22;0,232;right;71.28;72;Andere;Andere;Andere;Ron Gardenhire;Ron Gardenhire;168;175
24;Normal;Normal;0-29;19;1;0.240 - 0.259;0.24;0,24;left;71.28;73;Andere;Andere;Andere;Ron Hodges;Ron Hodges;184;185
27,3;Normal;Normal;30-59;39;1;0.260 - 0.279;0.26;0,273;right;71.28;72;Andere;Andere;Andere;Ron Hunt;Ron Hunt;184;186
25,9;Normal;Normal;30-59;56;1;0.240 - 0.259;0.24;0,259;right;71.28;72;Andere;Andere;Andere;Ron Jackson;Ron Jackson;200;200
28,8;Top;Normal;30-59;59;1;0.280 - 0.299;0.28;0,288;right;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Ron LeFlore;Ron LeFlore;200;200
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Ron Musselman;Ron Musselman;184;185
26,5;Normal;Normal;30-59;42;1;0.260 - 0.279;0.26;0,265;both;73.26;74;Andere;Andere;Andere;Ron Oester;Ron Oester;184;185
26,9;Normal;Normal;0-29;12;1;0.260 - 0.279;0.26;0,269;right;71.28;72;Andere;Andere;Andere;Ron Pruitt;Ron Pruitt;184;185
15,8;Normal;Normal;0-29;0;1;0.140 - 0.159;0.14;0,158;right;77.22;78;Andere;Andere;Andere;Ron Reed;Ron Reed;208;215
23,8;Normal;Normal;0-29;17;1;0.220 - 0.239;0.22;0,238;both;71.28;72;Andere;Andere;Andere;Ron Roenicke;Ron Roenicke;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Ron Romanick;Ron Romanick;192;195
27,7;Top;Top;330-359;342;1;0.260 - 0.279;0.26;0,277;right;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Ron Santo;Ron Santo;184;190
24,1;Normal;Normal;0-29;6;1;0.240 - 0.259;0.24;0,241;left;73.26;74;Andere;Andere;Andere;Ron Stone;Ron Stone;184;185
24,2;Normal;Normal;60-89;73;1;0.240 - 0.259;0.24;0,242;right;73.26;74;Andere;Andere;Andere;Ron Swoboda;Ron Swoboda;192;195
24,8;Normal;Normal;0-29;2;1;0.240 - 0.259;0.24;0,248;right;67.32;68;Andere;Andere;Andere;Ron Theobald;Ron Theobald;160;165
26,1;Normal;Normal;0-29;20;1;0.260 - 0.279;0.26;0,261;right;69.30;71;Andere;Andere;Andere;Ron Washington;Ron Washington;152;155
23,3;Normal;Normal;0-29;26;1;0.220 - 0.239;0.22;0,233;right;69.30;70;Andere;Andere;Andere;Ron Woods;Ron Woods;168;168
25,9;Normal;Normal;30-59;32;1;0.240 - 0.259;0.24;0,259;left;71.28;72;Andere;Andere;Andere;Rowland Office;Rowland Office;168;170
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Roy Branch;Roy Branch;168;175
25,3;Normal;Normal;30-59;45;1;0.240 - 0.259;0.24;0,253;right;71.28;72;Andere;Andere;Andere;Roy Foster;Roy Foster;184;185
26,1;Normal;Normal;60-89;80;1;0.260 - 0.279;0.26;0,261;left;71.28;73;Andere;Andere;Andere;Roy Howell;Roy Howell;184;190
25,7;Normal;Top;150-179;163;1;0.240 - 0.259;0.24;0,257;both;71.28;73;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Roy Smalley;Roy Smalley;184;185
27,1;Normal;Top;150-179;160;1;0.260 - 0.279;0.26;0,271;both;69.30;70;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Roy White;Roy White;160;160
27,1;Normal;Normal;0-29;18;1;0.260 - 0.279;0.26;0,271;left;71.28;73;Andere;Andere;Andere;Rudy Law;Rudy Law;160;165
21,2;Normal;Normal;0-29;2;1;0.200 - 0.219;0.20;0,212;left;67.32;69;Andere;Andere;Andere;Rudy Meoli;Rudy Meoli;160;165
27;Normal;Normal;0-29;11;1;0.260 - 0.279;0.26;0,27;right;71.28;72;Andere;Andere;Andere;Rufino Linares;Rufino Linares;168;170
25;Normal;Normal;120-149;147;1;0.240 - 0.259;0.24;0,25;left;69.30;70;Andere;Andere;Andere;Ruppert Jones;Ruppert Jones;168;170
22,8;Normal;Normal;0-29;8;1;0.220 - 0.239;0.22;0,228;right;71.28;73;Andere;Andere;Andere;Russ Gibson;Russ Gibson;192;195
27,9;Top;Top;270-299;292;1;0.260 - 0.279;0.26;0,279;left;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Rusty Staub;Rusty Staub;184;190
21,2;Normal;Normal;30-59;35;1;0.200 - 0.219;0.20;0,212;both;69.30;70;Andere;Andere;Andere;Rusty Torres;Rusty Torres;168;175
25,4;Normal;Top;240-269;242;1;0.240 - 0.259;0.24;0,254;right;71.28;72;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Sal Bando;Sal Bando;192;195
22,7;Normal;Normal;0-29;8;1;0.220 - 0.239;0.22;0,227;right;71.28;72;Andere;Andere;Andere;Sal Butera;Sal Butera;184;190
22,3;Normal;Normal;30-59;45;1;0.220 - 0.239;0.22;0,223;right;71.28;73;Andere;Andere;Andere;Sam Bowens;Sam Bowens;184;188
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;77.22;78;Andere;Andere;Andere;Sam Hinds;Sam Hinds;208;215
15,4;Normal;Normal;0-29;2;1;0.140 - 0.159;0.14;0,154;left;75.24;77;Andere;Andere;Andere;Sam McDowell;Sam McDowell;184;190
24,5;Normal;Normal;0-29;13;1;0.240 - 0.259;0.24;0,245;both;67.32;69;Andere;Andere;Andere;Sandy Alomar;Sandy Alomar;136;140
23;Normal;Normal;0-29;7;1;0.220 - 0.239;0.22;0,23;left;67.32;68;Andere;Andere;Andere;Sandy Valdespino;Sandy Valdespino;168;170
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Sandy Wihtol;Sandy Wihtol;192;195
26,2;Normal;Normal;0-29;5;1;0.260 - 0.279;0.26;0,262;left;73.26;75;Andere;Andere;Andere;Scot Thompson;Scot Thompson;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Shawn Holman;Shawn Holman;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;76;Andere;Andere;Andere;Sherman Corbett;Sherman Corbett;200;205
27,1;Normal;Normal;120-149;148;1;0.260 - 0.279;0.26;0,271;right;69.30;70;Andere;Andere;Andere;Sixto Lezcano;Sixto Lezcano;160;165
21,5;Normal;Normal;0-29;3;1;0.200 - 0.219;0.20;0,215;right;69.30;71;Andere;Andere;Andere;Skip Jutze;Skip Jutze;184;190
25,1;Normal;Normal;0-29;7;1;0.240 - 0.259;0.24;0,251;left;67.32;69;Andere;Andere;Andere;Sonny Jackson;Sonny Jackson;144;150
17,3;Normal;Normal;0-29;12;1;0.160 - 0.179;0.16;0,173;right;73.26;75;Andere;Andere;Andere;Sonny Siebert;Sonny Siebert;184;190
21,8;Normal;Normal;0-29;7;1;0.200 - 0.219;0.20;0,218;right;71.28;72;Andere;Andere;Andere;Stan Papi;Stan Papi;168;170
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Stan Thomas;Stan Thomas;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;79.20;80;Andere;Andere;Andere;Stefan Wever;Stefan Wever;240;245
